species,min_elevation,max_elevation,range
Dendropanax umbellatus,0,1800,1800
Dendrophorbium lloense,2000,2200,200
Dendrophorbium tipocochense,1200,3400,2200
Deprea subtriflora,0,2600,2600
Diospyros nigra,0,100,100
Diplotropis martiusii,0,800,800
Drypetes amazonica,500,1300,800
Duguetia surinamensis,0,200,200
Duroia laevis,600,600,0
Elaeoluma glabrescens,0,300,300
Endlicheria krukovii,400,1700,1300
Endlicheria lorastemon,0,1200,1200
Endlicheria macrophylla,0,500,500
Endlicheria oreocola,0,1800,1800
Endlicheria tessmannii,0,1700,1700
Eriotheca macrophylla,0,1400,1400
Erythrina amazonica,800,2200,1400
Erythrina ulei,0,1400,1400
Erythroxylum squamatum,500,2300,1800
Eschweilera andina,100,1900,1800
Eschweilera rimbachii,1000,1700,700
Eugenia crassimarginata,2100,2600,500
Eugenia muricata,0,2300,2300
Faramea ampla,0,1400,1400
Faramea bangii,0,2200,2200
Faramea langlassei,1600,2000,400
Faramea torquata,0,1700,1700
Ferdinandusa chlorantha,1200,2700,1500
Ferdinandusa guainiae,200,1500,1300
Ficus casapiensis,0,1600,1600
Ficus trapezicola,0,1800,1800
Alseis peruviana,0,400,400
Amanoa oblongifolia,200,1300,1100
Ampelocera ruizii,0,1600,1600
Andira multistipula,0,900,900
Annona ambotay,200,1200,1000
Annona deceptrix,500,900,400
Geissanthus pichinchae,1000,2400,1400
Geissanthus vanderwerffii,2100,2600,500
Geoffroea spinosa,0,1900,1900
Grias peruviana,700,2000,1300
Grias theobromicarpa,0,0,0
Grosvenoria rimbachii,900,3200,2300
Guapira noxia,0,0,0
Guarea gomma,0,1400,1400
Guatteria boliviana,0,2000,2000
Guatteria duodecima,0,2100,2100
Guatteria pichinchae,0,500,500
Guatteria venosa,800,1000,200
Hedyosmum anisodorum,0,1900,1900
Hedyosmum tepuiense,900,1500,600
Heisteria asplundii,1100,2000,900
Heisteria duckei,0,500,500
Heisteria pacifica,0,900,900
Helicostylis elegans,100,1200,1100
Hieronyma scabra,0,1200,1200
Hirtella macrophylla,100,200,100
Ilex acutidenticulata,900,2300,1400
Inga auristellae,300,1100,800
Inga cordatoalata,300,1300,1000
Inga cordistipula,0,0,0
Inga feuillei,900,2600,1700
Inga multicaulis,1400,1500,100
Inga silanchensis,1300,1700,400
Iochroma calycinum,0,1700,1700
Iryanthera lancifolia,0,800,800
Ixora panurensis,100,1600,1500
Jacaranda macrocarpa,100,500,400
Kotchubaea sericantha,0,1400,1400
Ladenbergia heterophylla,0,1800,1800
Leonia crassa,400,1000,600
Licania incana,0,700,700
Macrolobium limbatum,200,500,300
Magnolia gilbertoi,0,1400,1400
Magnolia mashpi,0,0,0
Matisia coloradorum,900,1000,100
Matisia giacomettoi,500,700,200
Matisia malacocalyx,700,1700,1000
Meliosma boliviensis,0,2000,2000
Meliosma glabrata,0,3100,3100
Meliosma herbertii,700,2700,2000
Meliosma peytonii,0,2100,2100
Anthodiscus klugii,300,1000,700
Aphelandra acanthus,1100,2600,1500
Aspidosperma macrocarpon,0,1200,1200
Aspidosperma schultesii,500,900,400
Asplundia schizotepala,0,1000,1000
Meriania maxima,1500,1600,100
Meriania pichinchensis,0,500,500
Meriania rigida,0,2400,2400
Miconia alpina,0,900,900
Miconia aristata,0,300,300
Miconia aulocalyx,0,1700,1700
Miconia bracteata,0,200,200
Miconia corymbiformis,1200,3300,2100
Miconia dapsiliflora,600,600,0
Miconia explicita,500,600,100
Miconia ferruginea,800,800,0
Miconia glaucescens,0,1700,1700
Miconia juruensis,0,200,200
Miconia lasiocalyx,400,2100,1700
Miconia media,0,2000,2000
Miconia smithii,0,0,0
Micropholis grandiflora,0,0,0
Monnina pseudopilosa,2100,2100,0
Myrcia egensis,0,0,0
Myrcianthes alaternifolia,500,900,400
Myroxylon peruiferum,0,1000,1000
Naucleopsis chiguila,500,2000,1500
Naucleopsis concinna,0,300,300
Naucleopsis krukovii,0,1100,1100
Nealchornea yapurensis,600,1300,700
Nectandra acuminata,0,2300,2300
Nectandra discolor,0,1400,1400
Ocotea cuneifolia,1600,2800,1200
Ocotea floccifera,1500,1700,200
Ocotea karsteniana,0,1900,1900
Ocotea oreophila,0,0,0
Ocotea rugosa,700,1000,300
Oreocallis grandiflora,0,3100,3100
Oreopanax ecuadorensis,1000,1600,600
Oreopanax grandifolius,100,1900,1800
Ormosia coarctata,0,1400,1400
Otoba glycycarpa,0,1800,1800
Palicourea acanthacea,0,1200,1200
Palicourea lineata,1500,2100,600
Palicourea sodiroi,1500,1500,0
Palicourea subscandens,200,1300,1100
Palicourea tinctoria,700,2200,1500
Panopsis megistosperma,600,800,200
Panopsis pearcei,0,1600,1600
Parinari chocoensis,300,300,0
Parinari parilis,0,300,300
Pentacalia oronocensis,0,2200,2200
Pentagonia clementinensis,1200,1500,300
Pentagonia williamsii,0,400,400
Pera tomentosa,300,500,200
Perebea humilis,100,700,600
Persea fendleri,100,100,0
Persea nudigemma,0,1600,1600
Persea peruviana,0,1500,1500
Persea sericea,0,1100,1100
Phytelephas aequatorialis,1100,1900,800
Axinaea quitensis,1300,2100,800
Banara regia,300,900,600
Bathysa obovata,0,0,0
Batocarpus orinocensis,900,1700,800
Blakea eriocalyx,1500,1600,100
Blakea multiflora,0,1700,1700
Piper boquianum,200,200,0
Piper ecuadorense,300,1200,900
Piper hylophilum,0,1000,1000
Piper perareolatum,0,2000,2000
Pleurothyrium glabrifolium,0,1200,1200
Pleurothyrium parviflorum,0,800,800
Pleurothyrium poeppigii,0,2300,2300
Polylepis pauta,200,2000,1800
Pourouma cuspidata,0,800,800
Pouteria buenaventurensis,1400,1600,200
Pouteria campanulata,0,600,600
Pouteria egregia,0,0,0
Pouteria gigantea,0,0,0
Pouteria juruana,0,1100,1100
Pouteria macrocarpa,100,100,0
Pouteria macrophylla,0,1000,1000
Pouteria oblanceolata,0,1500,1500
Pouteria vernicosa,0,400,400
Psychotria montivaga,100,2100,2000
Psychotria pichisensis,100,2100,2000
Pterogyne nitens,0,1600,1600
Quararibea grandifolia,500,1400,900
Quararibea wittii,0,900,900
Randia ferox,100,1800,1700
Rauvolfia sprucei,0,1900,1900
Ravenia biramosa,0,1000,1000
Rhamnidium elaeocarpum,0,1500,1500
Rhodostemonodaphne cyclops,0,200,200
Richeria dressleri,0,0,0
Roupala cordifolia,0,1700,1700
Rudgea verticillata,0,2300,2300
Saurauia biserrata,0,1400,1400
Saurauia herthae,1400,2300,900
Saurauia peruviana,0,2200,2200
Schefflera sodiroi,900,1400,500
Schizocalyx obovatus ,600,1400,800
Sebastiania brasiliensis,0,1800,1800
Sessea vestita,0,900,900
Simaba guianensis,200,1200,1000
Siparuna bifida,0,1000,1000
Siparuna cristata,100,1200,1100
Siparuna eggersii,700,2300,1600
Siparuna piloso-lepidota,0,2100,2100
Siphoneugena densiflora,300,500,200
Sloanea brevipes,0,1200,1200
Sloanea medusula,0,0,0
Sloanea multiflora,200,1400,1200
Sloanea sinemariensis,0,1800,1800
Solanum confertiseriatum,1700,1800,100
Solanum cucullatum,200,2900,2700
Sorocea guilleminiana,100,1700,1600
Sorocea jaramilloi,0,1600,1600
Sorocea sarcocarpa,400,1900,1500
Spirotheca awadendron,800,1300,500
Blakea rotundifolia,1600,1600,0
Brachyotum gleasonii,0,900,900
Browneopsis macrofoliolata,0,300,300
Brunellia littlei,1800,1800,0
Brunellia stenoptera,0,1200,1200
Brunellia tomentosa,800,1400,600
Sterculia frondosa,400,1200,800
Sterculia tessmannii,100,800,700
Styrax glabratus,0,0,0
Styrax heterotrichus,500,700,200
Swartzia haughtii,600,700,100
Symplocos carmencitae,300,600,300
Symplocos fimbriata,100,1300,1200
Symplocos fuscata,0,1100,1100
Symplocos quitensis,600,1900,1300
Symplocos reflexa,0,800,800
Symplocos subandina,200,600,400
Tachigali alba,0,1300,1300
Tachigali setifera,0,1500,1500
Talisia obovata,0,300,300
Tapirira rubrinervis,0,1600,1600
Tapura peruviana,200,2800,2600
Ternstroemia globiflora,0,0,0
Theobroma gileri,600,600,0
Theobroma speciosum,0,800,800
Theobroma subincanum,900,1300,400
Trichilia primogenita,0,800,800
Trichilia rubra,600,1800,1200
Trichilia stipitata,0,300,300
Trichilia surinamensis,100,700,600
Vallea ecuadorensis,0,800,800
Verbesina latisquama,0,1200,1200
Verbesina lloensis,1500,1500,0
Virola duckei,400,1800,1400
Virola mollissima,0,500,500
Vismia lateriflora,0,1600,1600
Vismia pozuzoensis,900,2500,1600
Weinmannia polyphylla,100,400,300
Weinmannia subsessiliflora,300,1600,1300
Xylopia cuspidata,200,1000,800
Zanthoxylum sprucei,0,1700,1700
Zygia lathetica,0,200,200
Byrsonima poeppigiana,0,1900,1900
Calycophyllum multiflorum,200,1000,800
Calycophyllum spruceanum,200,1700,1500
Capparidastrum petiolare,0,2100,2100
Carapa alticola,0,800,800
Carapa megistocarpa,1000,1500,500
Caryodaphnopsis theobromifolia,0,2700,2700
Casearia fasciculata,1000,1800,800
Castilla ulei,0,500,500
Cecropia albicans,0,0,0
Cecropia andina,400,1200,800
Cecropia montana,500,1200,700
Cedrelinga cateniformis,300,1000,700
Ceiba samauma,0,2400,2400
Ceiba trischistandra,0,1800,1800
Ceroxylon echinulatum,0,1100,1100
Cestrum peruvianum,700,2600,1900
Chrysochlamys bracteolata,1500,2200,700
Chrysophyllum amazonicum,100,900,800
Chrysophyllum manaosense,200,2000,1800
Achatocarpus pubescens,0,400,400
Actinostemon concolor,0,500,500
Aegiphila lopez-palacii,0,0,0
Agonandra excelsa,900,1500,600
Agonandra peruviana,0,2000,2000
Albizia multiflora,0,1200,1200
Allophylus coriaceus,0,0,0
Allophylus glabratus,0,1400,1400
Clethra castaneifolia,200,2100,1900
Clethra cuneata,700,3200,2500
Colicodendron scabridum,700,1400,700
Condalia weberbaueri,0,2300,2300
Couepia bernardii,0,0,0
Croton thurifer,0,1400,1400
Cyathea carolihenrici,300,700,400
Cyathea moranii,0,0,0
Cyathostegia mathewsii,1500,2100,600
Cybianthus fosteri,0,0,0
Cybianthus peruvianus,900,2500,1600
Dictyoloma vandellianum,400,1800,1400
Diploon cuspidatum,100,800,700
Duranta serratifolia,0,1800,1800
Eriotheca ruizii,0,1400,1400
Erythrina velutina,200,700,500
Eschweilera baguensis,0,1100,1100
Espostoa lanata,1000,1400,400
Faramea candelabrum,100,2600,2500
Faramea exemplaris,1200,1200,0
Ficus maroma,300,1100,800
Gallesia integrifolia,1000,2100,1100
Annona andicola,1200,1800,600
Guapira opposita,300,1800,1500
Guarea subandina,300,1300,1000
Guatteria oblongifolia,1000,2400,1400
Guatteria sodiroi,0,0,0
Gynoxys nitida,0,400,400
Hedyosmum dombeyanum,400,1300,900
Humiriastrum mapiriense,0,1600,1600
Hydrangea jelskii,200,800,600
Idiopappus saloyensis,200,200,0
Ilex gabrielleana,600,1400,800
Ilex hippocrateoides,600,2700,2100
Ilex hualgayoca,0,1300,1300
Ilex rupicola,1600,1600,0
Ilex teratopis,500,2600,2100
Ilex villosula,0,1700,1700
Incadendron esseri,300,900,600
Inga glomeriflora,1200,1200,0
Inga killipiana,0,700,700
Iochroma grandiflorum,400,1500,1100
Iryanthera olacoides,0,200,200
Joosia aequatoria,0,800,800
Ladenbergia riveroana,900,1700,800
Licaria pucheri,0,2300,2300
Lissocarpa uyat,400,800,400
Lomatia hirsuta,1400,1800,400
Loxopterygium huasango,800,1400,600
Lozania nunkui,500,1300,800
Luehea paniculata,100,2200,2100
Machaerium millei,100,1600,1500
Matisia bicolor,0,700,700
Meliosma pumila,0,1800,1800
Annona excellens,0,1000,1000
Aspidosperma cylindrocarpon,0,1400,1400
Asplundia aulacostigma,700,700,0
Mezilaurus campaucola,0,1000,1000
Miconia coelestis,0,1900,1900
Miconia neriifolia,800,1300,500
Miconia spennerostachya,1000,1900,900
Miconia subandicola,300,2000,1700
Miconia suborbicularis,2000,2000,0
Miconia tetragona,0,3200,3200
Myrcianthes fimbriata,800,900,100
Myriocarpa laevigata,400,1900,1500
Myrsine reynelii,0,0,0
Nectandra olida,600,1200,600
Nectandra pulverulenta,400,1500,1100
Nectandra subbullata,400,400,0
Nectandra viburnoides,0,200,200
Nordenstamia cajamarcensis,0,300,300
Ocotea mandonii,0,2000,2000
Ocotea oblongoobovata,100,100,0
Ocotea obovata,0,3000,3000
Ocotea ovalifolia,0,1700,1700
Ocotea pedanomischa,500,1000,500
Oreopanax andreanus,0,1500,1500
Oreopanax rosei,1300,1300,0
Palicourea cutucuana,900,1100,200
Persea brevipes,1000,1000,0
Persea raimondii,0,1200,1200
Persea weberbaueri,0,1800,1800
Axinaea confusa,0,1800,1800
Bathysa australis,0,2800,2800
Blakea mexiae,300,800,500
Piper heterophyllum,1100,2200,1100
Piper longepilosum,2000,2000,0
Piptocarpha lechleri,0,1700,1700
Pittoniotis rotata,0,700,700
Pourouma herrerensis,0,0,0
Pouteria condorensis,0,300,300
Pouteria lucumifolia,0,2300,2300
Prockia pentamera,0,0,0
Protium rhynchophyllum,0,700,700
Prunus herthae,0,1100,1100
Prunus pleiantha,0,1600,1600
Prunus stipulata,0,1900,1900
Remijia chelomaphylla,500,900,400
Rhamnus glandulosa,0,0,0
Rudgea ciliata,1100,2500,1400
Ruizodendron ovale,300,1200,900
Sarcaulus oblatus,600,600,0
Saurauia harlingii,1400,1400,0
Senna mollissima,1700,2500,800
Sessea dependens,0,2700,2700
Simira mollis,300,300,0
Siparuna cascada,400,2500,2100
Sloanea garckeana,0,300,300
Sloanea meianthera,0,600,600
Sloanea obtusifolia,300,1000,700
Socratea salazarii,0,1000,1000
Solanum cutervanum,900,1400,500
Solanum maturecalvans,200,2800,2600
Solanum pendulum,100,2200,2100
Solanum riparium,100,2700,2600
Blepharocalyx salicifolius,0,2500,2500
Brunellia inermis,200,2000,1800
Sterculia rebeccae,0,1500,1500
Strychnos erichsonii,100,100,0
Styrax foveolaria,900,2000,1100
Symplocos apiciflora,0,900,900
Symplocos canescens,900,900,0
Symplocos coriacea,200,1300,1100
Symplocos peruviana,200,1600,1400
Symplocos rimbachii,0,0,0
Symplocos spruceana,400,400,0
Syzygium aemulum,0,0,0
Tachigali chrysaloides,300,1800,1500
Terminalia valverdeae,0,300,300
Ternstroemia jelskii,800,2300,1500
Ternstroemia luquillensis,200,200,0
Toulicia reticulata,0,700,700
Tovomita krukovii,0,300,300
Trichilia tomentosa,0,1300,1300
Triplaris poeppigiana,0,1000,1000
Vasconcellea quercifolia,0,2800,2800
Vochysia mapirensis,0,1600,1600
Weinmannia haenkeana,400,1100,700
Xanthosoma caracu,500,500,0
Zanthoxylum bonifazieae,100,100,0
Caryocar amygdaliforme,600,800,200
Caryodaphnopsis fosteri,0,600,600
Casearia obovalis,800,1700,900
Cavanillesia hylogeiton,0,700,700
Cavendishia zamorensis,1000,1000,0
Cecropia polystachya,0,2800,2800
Ceiba insignis,0,1700,1700
Celtis loxensis,800,1900,1100
Aegiphila saltensis,0,1000,1000
Cinchona hirsuta,0,700,700
Cinchona micrantha,0,2300,2300
Colubrina retusa,200,900,700
Cordia iguaguana,1300,1300,0
Cordia saccellia,200,2100,1900
Cyathea herzogii,0,1100,1100
Cyathea nephele,0,2400,2400
Cyathea ruiziana,0,2200,2200
Dasyphyllum brasiliense,0,2700,2700
Dendropanax williamsii,0,1200,1200
Eriotheca discolor,300,1500,1200
Erythroxylum deciduum,0,0,0
Erythroxylum shatona,400,400,0
Erythroxylum subracemosum,0,100,100
Eugenia moraviana,500,2200,1700
Freziera uniauriculata,0,100,100
Amburana cearensis,0,1000,1000
Guatteria guentheri,0,1000,1000
Guettarda pohliana,0,1000,1000
Hedyosmum lechleri,500,2200,1700
Hedyosmum peruvianum,300,700,400
Machaerium peruvianum,0,0,0
Magnolia amazonica,0,800,800
Maraniona lavinii,1700,1700,0
Meliosma sirensis,0,0,0
Miconia axinaeoides,0,1000,1000
Miconia brevistylis,0,0,0
Miconia carpishana,0,600,600
Miconia crassipes,800,1300,500
Miconia crassistigma,0,0,0
Miconia cretacea,300,1100,800
Miconia glomerulifera,0,100,100
Miconia modica,0,900,900
Miconia pavoniana,0,0,0
Miconia puberula,0,700,700
Miconia pulverulenta,0,0,0
Miconia saltuensis,0,900,900
Miconia weberbaueri,100,700,600
Mouriri peruviana,0,400,400
Myrsine youngii,0,200,200
Nectandra utilis,0,500,500
Oreopanax iodophyllus,0,100,100
Ouratea tarapotensis,100,100,0
Parapiptadenia excelsa,0,1900,1900
Parodiodendron marginivillosum,0,1000,1000
Pereskia horrida,100,100,0
Physocalymma scaberrimum,200,1600,1400
Athyana weinmanniifolia,500,1200,700
Axinaea lanceolata,400,1300,900
Axinaea weberbaueri,0,0,0
Barnadesia caryophylla,100,1300,1200
Platymiscium gracile,100,100,0
Porcelia ponderosa,900,2000,1100
Protium montanum,600,1000,400
Ruagea subviridiflora,0,1600,1600
Ruprechtia aperta,1400,1400,0
Ruprechtia laxiflora,0,800,800
Schinopsis peruviana,100,100,0
Senna loretensis,200,600,400
Solanum trichoneuron,900,2300,1400
Bonellia mucronata,600,600,0
Brunellia brunnea,0,200,200
Styrax vilcabambae,0,800,800
Symplocos andicola,0,1000,1000
Symplocos baehnii,0,2200,2200
Tachigali peruviana,0,700,700
Tetrasida chachapoyensis,0,700,700
Tipuana tipu,0,2900,2900
Triplaris setosa,100,700,600
Vochysia haenkeana,400,1400,1000
Weinmannia crassifolia,0,1900,1900
Weinmannia glomerata,200,400,200
Zanthoxylum tambopatense,0,700,700
Alchornea anamariae,800,900,100
Clavija nutans,1000,1200,200
Croton piluliferus,0,1100,1100
Cyathea dintelmanii,1400,2400,1000
Cyathea multisegmenta,0,0,0
Dendropanax weberbaueri,100,100,0
Diatenopteryx sorbifolia,0,700,700
Enterolobium contortisiliquum,1000,2200,1200
Eriotheca roseorum,0,1000,1000
Euplassa inaequalis,0,0,0
Freziera cyanocantha,0,100,100
Freziera dudleyi,700,1500,800
Freziera parva,900,900,0
Freziera revoluta,100,100,0
Alsophila gastonyi,600,600,0
Alsophila minervae,0,0,0
Aniba firmula,0,0,0
Geissanthus bangii,1200,1200,0
Guatteria cuscoensis,200,200,0
Guatteria terminalis,400,400,0
Hebanthe occidentalis,1300,2100,800
Ilex trichoclada,0,1500,1500
Macrocarpaea maguirei,1600,1600,0
Magnolia boliviana,100,400,300
Magnolia gentryi,1000,1000,0
Magnolia madidiensis,0,500,500
Matayba boliviana,1300,1500,200
Mauria denticulata,0,700,700
Annona emarginata,700,1000,300
Annona williamsii,600,1300,700
Aralia soratensis,300,2300,2000
Meliosma solomonii,2300,2500,200
Meriania cuzcoana,200,200,0
Metrodorea flavida,400,1100,700
Miconia aprica,2400,2400,0
Miconia barbeyana,2800,2800,0
Miconia brachyanthera,1700,1700,0
Miconia brittonii,1200,1300,100
Miconia cookii,900,900,0
Miconia lasiostyla,500,500,0
Miconia madisonii,1100,1100,0
Miconia plumifera,500,2700,2200
Miconia polychaeta,1000,1000,0
Miconia setulosa,900,1100,200
Miconia terborghii,0,0,0
Miconia terera,500,500,0
Mollinedia boliviensis,1300,2100,800
Monnina connectisepala,500,1200,700
Myracrodruon urundeuva,300,2000,1700
Myrcia atrorufa,0,0,0
Myrcianthes pungens,0,1500,1500
Myrsine laetevirens,500,1400,900
Neea subpubescens,0,0,0
Nordenstamia repanda,0,2000,2000
Ocotea glabriflora,300,300,0
Ocotea pajonalis,900,900,0
Oreopanax kuntzei,1400,1500,100
Oreopanax pavonii,200,200,0
Parinari occidentalis,500,1600,1100
Persea corymbosa,300,300,0
Persea pajonalis,900,900,0
Phyllostylon rhamnoides,0,900,900
Bellucia aequiloba,1300,1400,100
Piper calvescentinerve,0,0,0
Piper tucumanum,1100,1200,100
Piptadenia cuzcoensis,0,0,0
Piptadenia robusta,200,600,400
Pisonia zapallo,300,1700,1400
Prunus detrita,0,0,0
Pseudobombax marginatum,0,1200,1200
Randia micracantha,1500,3300,1800
Rinorea guianensis,0,0,0
Ruagea ovalis,600,1100,500
Ruprechtia apetala,400,2000,1600
Saurauia formosa,0,0,0
Schefflera allocotantha,200,200,0
Schefflera herzogii,1100,1100,0
Schefflera inambarica,0,0,0
Schinopsis brasiliensis,0,1300,1300
Scutia buxifolia,400,1000,600
Siphoneugena occidentalis,600,1100,500
Bougainvillea stipitata,300,2500,2200
Brunellia boliviana,900,1700,800
Brunellia cuzcoensis,600,600,0
Brunellia weberbaueri,1500,1500,0
Styloceras brokawii,300,800,500
Symplocos psiloclada,1000,1000,0
Terminalia triflora,600,1800,1200
Ternstroemia brachypoda,0,100,100
Ternstroemia polyandra,200,1100,900
Trichilia claussenii,1200,1500,300
Vatairea fusca,300,900,600
Vochysia majuscula,500,500,0
Weinmannia bangii,600,1700,1100
Zanthoxylum harrisii,700,700,0
Bunchosia paraguariensis,0,700,700
Cariniana estrellensis,1400,1600,200
Cecropia tacuna,200,1900,1700
Chrysophyllum gonocarpum,1200,1900,700
Chrysophyllum marginatum,500,2000,1500
Cnicothamnus lorentzii,1500,2000,500
Cnidoscolus vitifolius,100,400,300
Coccoloba tiliacea,1100,1600,500
Cordia americana,0,900,900
Cupania vernalis,1200,1200,0
Ilex microdonta,0,0,0
Juglans australis,1000,1200,200
Kaunia saltensis,1400,2200,800
Libidibia paraguariensis,900,1900,1000
Lonchocarpus lilloi,0,800,800
Loxopterygium grisebachii,1000,1800,800
Ocotea porphyria,1300,1300,0
Piptadenia boliviana,1000,1000,0
Pisonia ambigua,600,900,300
Pseudobombax argentinum,0,0,0
Schinopsis marginata,800,2000,1200
Solanum symmetricum,1600,2300,700
Vassobia breviflora,2200,2500,300
Xylosma longipetiolata,1000,1800,800
Xylosma pubescens,0,1500,1500
Zanthoxylum petiolare,1000,1300,300
Bunchosia lindeniana,1700,1700,0
Cedrela balansae,0,400,400
Ceiba chodatii,1000,1800,800
Erythroxylum argentinum,500,500,0
Gleditsia amorphoides,1700,1700,0
Cestrum parqui,900,900,0
